usa_symbol	usa_address	ita_address	confidence	status	structural_score	length_score	raw_similarity	direct_score	sequence_score	neighbor_score	candidate_margin	propagation_support	direct_evidence	propagated_evidence	chain_dependency	suspicious	pass1_address	pass1_status	final_score
_RocketHideoutB4FRocket3BattleText	0x63E2	0x66A6	0.945	HIGH_CONFIDENCE	0.889	0.918	0.188	0.898	0.000	0.942	0.898	2	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x66A6	AMBIGUOUS	0.898
_RocketHideoutB4FRocket3EndBattleText	0x6413	0x66D3	0.791	MEDIUM_CONFIDENCE	0.800	0.625	0.200	0.791	0.000	0.000	0.032	0	DIRECT	NONE	NO	POSSIBLE_DELETION	0x66D3	MEDIUM_CONFIDENCE	0.791
_RocketHideoutB4FRocket3AfterBattleText	0x6418	0x66DB	0.891	MEDIUM_CONFIDENCE	0.875	0.744	0.281	0.843	0.000	0.978	0.843	2	DIRECT	BOUNDED	NO	POSSIBLE_INSERTION	0x66DB	AMBIGUOUS	0.843
_RocketHideoutElevatorAppearsToNeedKeyText	0x6438	0x6706	0.889	MEDIUM_CONFIDENCE	0.941	0.737	0.143	0.889	0.000	0.000	0.040	0	DIRECT	NONE	NO	POSSIBLE_INSERTION	0x6706	MEDIUM_CONFIDENCE	0.889
SilphCo2FSilphWorkerFPleaseTakeThisText	0x6454	0x672C	0.860	MEDIUM_CONFIDENCE	0.812	0.775	0.031	0.815	0.000	0.891	0.815	2	DIRECT	BOUNDED	NO	POSSIBLE_INSERTION	0x672C	AMBIGUOUS	0.815
_SilphCo2FSilphWorkerFReceivedTM36Text	0x64BA	0x677B	0.741	MEDIUM_CONFIDENCE	0.750	0.882	0.267	0.741	0.000	0.000	0.036	0	DIRECT	NONE	NO	POSSIBLE_DELETION	0x677B	MEDIUM_CONFIDENCE	0.741
_SilphCo2FSilphWorkerFTM36ExplanationText	0x64C9	0x6790	0.899	MEDIUM_CONFIDENCE	0.941	0.814	0.156	0.899	0.000	0.000	0.047	0	DIRECT	NONE	NO	POSSIBLE_INSERTION	0x6790	MEDIUM_CONFIDENCE	0.899
_SilphCo2FSilphWorkerFTM36NoRoomText	0x651C	0x67F6	0.988	HIGH_CONFIDENCE	0.933	1.000	0.188	0.939	0.000	0.989	0.939	2	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x67F6	AMBIGUOUS	0.939
_SilphCo2FScientist1BattleText	0x653E	0x6818	0.775	MEDIUM_CONFIDENCE	0.714	0.636	0.071	0.726	0.000	0.971	0.726	2	DIRECT	BOUNDED	NO	EXPECTED_DRIFT	0x6818	AMBIGUOUS	0.726
_SilphCo2FScientist1EndBattleText	0x655A	0x6844	0.940	HIGH_CONFIDENCE	0.875	0.941	0.125	0.893	0.000	0.937	0.893	2	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x6844	AMBIGUOUS	0.893
_SilphCo2FScientist1AfterBattleText	0x657C	0x6864	0.927	HIGH_CONFIDENCE	0.900	0.800	0.156	0.880	0.000	0.950	0.880	2	DIRECT	BOUNDED	YES	POSSIBLE_DELETION	0x6864	AMBIGUOUS	0.880
_SilphCo2FScientist2BattleText	0x65A4	0x6896	0.920	HIGH_CONFIDENCE	0.857	0.886	0.097	0.871	0.000	0.975	0.871	2	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x6896	AMBIGUOUS	0.871
_SilphCo2FScientist2EndBattleText	0x65C3	0x68B9	0.840	MEDIUM_CONFIDENCE	0.857	0.722	0.154	0.840	0.000	0.000	0.034	0	DIRECT	NONE	NO	POSSIBLE_INSERTION	0x68B9	MEDIUM_CONFIDENCE	0.840
_SilphCo2FScientist2AfterBattleText	0x65D0	0x68CB	0.959	HIGH_CONFIDENCE	0.933	0.868	0.094	0.910	0.000	0.991	0.910	2	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x68CB	AMBIGUOUS	0.910
_SilphCo2FRocket1BattleText	0x65F1	0x68F1	0.906	MEDIUM_CONFIDENCE	0.857	0.811	0.067	0.856	0.000	1.000	0.856	2	DIRECT	BOUNDED	NO	POSSIBLE_INSERTION	0x68F1	AMBIGUOUS	0.856
_SilphCo2FRocket1EndBattleText	0x660F	0x6916	0.891	MEDIUM_CONFIDENCE	0.800	0.889	0.125	0.842	0.000	0.991	0.842	2	DIRECT	BOUNDED	NO	POSSIBLE_INSERTION	0x6916	AMBIGUOUS	0.842
_SilphCo2FRocket1AfterBattleText	0x6617	0x691F	0.847	MEDIUM_CONFIDENCE	0.800	0.720	0.062	0.797	0.000	1.000	0.797	2	DIRECT	BOUNDED	NO	POSSIBLE_INSERTION	0x691F	AMBIGUOUS	0.797
_SilphCo2FRocket2BattleText	0x665F	0x6983	0.893	MEDIUM_CONFIDENCE	0.857	0.771	0.037	0.847	0.072	0.919	0.847	2	DIRECT	BOUNDED	NO	POSSIBLE_INSERTION	0x6983	AMBIGUOUS	0.847
_SilphCo2FRocket2EndBattleText	0x6682	0x699E	0.898	MEDIUM_CONFIDENCE	0.857	0.786	0.091	0.851	0.000	0.939	0.851	2	DIRECT	BOUNDED	NO	POSSIBLE_DELETION	0x699E	AMBIGUOUS	0.851
_SilphCo2FRocket2AfterBattleText	0x668D	0x69AC	1.000	HIGH_CONFIDENCE	1.000	0.955	0.031	0.962	0.000	0.978	0.962	2	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x69AC	AMBIGUOUS	0.962
_SilphCo3FSilphWorkerMWhatShouldIDoText	0x66B9	0x69D6	0.950	HIGH_CONFIDENCE	0.947	0.860	0.188	0.903	0.000	0.951	0.903	2	DIRECT	BOUNDED	YES	POSSIBLE_DELETION	0x69D6	AMBIGUOUS	0.903
_SilphCo3FSilphWorkerMYouSavedUsText	0x66DE	0x6A01	0.889	MEDIUM_CONFIDENCE	0.909	0.821	0.156	0.889	0.000	0.000	0.037	0	DIRECT	NONE	NO	POSSIBLE_INSERTION	0x6A01	MEDIUM_CONFIDENCE	0.889
_SilphCo3FRocketBattleText	0x66FE	0x6A28	0.982	HIGH_CONFIDENCE	1.000	0.800	0.071	0.932	0.000	0.998	0.932	1	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x6A28	AMBIGUOUS	0.932
_SilphCo3FRocketEndBattleText	0x671A	0x6A4B	0.856	MEDIUM_CONFIDENCE	0.750	0.857	0.083	0.806	0.007	0.997	0.806	1	DIRECT	BOUNDED	NO	POSSIBLE_INSERTION	0x6A4B	AMBIGUOUS	0.806
_SilphCo3FRocketAfterBattleText	0x6726	0x6A59	0.937	HIGH_CONFIDENCE	0.900	0.849	0.062	0.887	0.028	1.000	0.887	1	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x6A59	AMBIGUOUS	0.887
_SilphCo3FScientistBattleText	0x6753	0x6A8E	0.862	MEDIUM_CONFIDENCE	0.833	0.714	0.062	0.812	0.118	0.998	0.812	1	DIRECT	BOUNDED	NO	POSSIBLE_INSERTION	0x6A8E	AMBIGUOUS	0.812
_SilphCo3FScientistEndBattleText	0x6785	0x6AD4	0.951	HIGH_CONFIDENCE	0.889	0.950	0.105	0.902	0.460	0.983	0.902	1	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x6AD4	AMBIGUOUS	0.902
_SilphCo3FScientistAfterBattleText	0x6799	0x6AE7	0.882	MEDIUM_CONFIDENCE	0.824	0.824	0.031	0.833	0.401	0.995	0.833	1	DIRECT	BOUNDED	NO	POSSIBLE_DELETION	0x6AE7	AMBIGUOUS	0.833
_SilphCo4FSilphWorkerMImHidingText	0x67E4	0x6B42	0.930	HIGH_CONFIDENCE	0.933	0.795	0.129	0.880	0.609	0.991	0.880	1	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x6B42	AMBIGUOUS	0.880
_SilphCo4FSilphWorkerMTeamRocketIsGoneText	0x6803	0x6B69	0.938	HIGH_CONFIDENCE	0.923	0.794	0.074	0.889	0.726	0.992	0.889	1	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x6B69	AMBIGUOUS	0.889
_SilphCo4FRocket1BattleText	0x681E	0x6B8B	0.955	HIGH_CONFIDENCE	0.889	0.918	0.438	0.906	0.827	0.992	0.906	1	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x6B8B	AMBIGUOUS	0.906
_SilphCo4FRocket1EndBattleText	0x684B	0x6BBC	1.000	HIGH_CONFIDENCE	1.000	0.875	0.429	0.958	0.831	0.999	0.958	1	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x6BBC	AMBIGUOUS	0.958
_SilphCo4FRocket1AfterBattleText	0x6853	0x6BC3	0.921	HIGH_CONFIDENCE	0.824	0.959	0.219	0.871	0.794	0.996	0.871	1	DIRECT	BOUNDED	YES	POSSIBLE_DELETION	0x6BC3	AMBIGUOUS	0.871
_SilphCo4FScientistBattleText	0x6882	0x6BF4	0.836	MEDIUM_CONFIDENCE	0.778	0.744	0.031	0.786	0.750	0.992	0.786	1	DIRECT	BOUNDED	NO	POSSIBLE_INSERTION	0x6BF4	AMBIGUOUS	0.786
_SilphCo4FScientistEndBattleText	0x68A2	0x6C1F	0.877	MEDIUM_CONFIDENCE	0.857	0.733	0.045	0.828	0.930	0.981	0.828	1	DIRECT	BOUNDED	NO	POSSIBLE_INSERTION	0x6C1F	AMBIGUOUS	0.828
_SilphCo4FScientistAfterBattleText	0x68B8	0x6C3D	0.931	HIGH_CONFIDENCE	0.909	0.847	0.031	0.881	0.937	0.982	0.881	1	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x6C3D	AMBIGUOUS	0.881
_SilphCo4FRocket2BattleText	0x68F5	0x6C85	0.883	MEDIUM_CONFIDENCE	0.857	0.704	0.053	0.834	0.812	0.979	0.834	1	DIRECT	BOUNDED	NO	POSSIBLE_INSERTION	0x6C85	AMBIGUOUS	0.834
_SilphCo4FRocket2EndBattleText	0x6908	0x6CA0	0.889	MEDIUM_CONFIDENCE	0.857	0.714	0.200	0.840	0.673	0.969	0.840	1	DIRECT	BOUNDED	NO	POSSIBLE_INSERTION	0x6CA0	AMBIGUOUS	0.840
_SilphCo4FRocket2AfterBattleText	0x6916	0x6CAA	0.946	HIGH_CONFIDENCE	0.875	0.969	0.065	0.897	0.786	0.979	0.897	1	DIRECT	BOUNDED	YES	POSSIBLE_DELETION	0x6CAA	AMBIGUOUS	0.897
_SilphCo5FSilphWorkerMThatsYouRightText	0x6936	0x6CC9	0.968	HIGH_CONFIDENCE	0.889	0.985	0.438	0.919	0.868	0.989	0.919	1	DIRECT	BOUNDED	YES	POSSIBLE_DELETION	0x6CC9	AMBIGUOUS	0.919
_SilphCo5FSilphWorkerMYoureOurHeroText	0x6978	0x6D0C	0.983	HIGH_CONFIDENCE	0.947	0.900	0.406	0.933	0.969	0.987	0.933	1	DIRECT	BOUNDED	YES	POSSIBLE_INSERTION	0x6D0C	AMBIGUOUS	0.933
_SilphCo5FRocket1BattleText	0x69AA	0x6D39	0.870	MEDIUM_CONFIDENCE	0.842	0.771	0.094	0.824	0.830	0.909	0.824	1	DIRECT	BOUNDED	NO	POSSIBLE_DELETION	0x6D39	AMBIGUOUS	0.824
_SilphCo5FRocket1EndBattleText	0x69CF	0x6D69	1.000	EXACT	1.000	1.000	1.000	1.000	1.000	1.000	0.000	3	DIRECT	NONE	NO	NO		UNMATCHED	0.000
